,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,hit
167,22 (TAYLOR'S VERSION),TAYLOR SWIFT,0.642,0.695,7,-5.62,1,0.0281,0.000443,1.02E-05,0.0753,0.642,103.984,230960,0
168,GONE GIRL,SZA,0.428,0.439,5,-7.674,1,0.0591,0.57,0,0.153,0.418,150.007,244027,0
169,ABCDEFU,GAYLE,0.695,0.54,4,-5.692,1,0.0493,0.299,0,0.367,0.415,121.932,168602,1
170,IF THIS WAS A MOVIE (TAYLOR’S VERSION),TAYLOR SWIFT,0.472,0.701,4,-3.72,1,0.0279,0.091,0,0.23,0.304,147.854,237022,0
171,TYPA GIRL,BLACKPINK,0.915,0.621,7,-6.519,1,0.1,0.0745,0,0.628,0.527,131.984,179173,0
172,LIGHT SWITCH,CHARLIE PUTH,0.689,0.627,6,-5.692,1,0.308,0.105,0.000321,0.0905,0.905,184.008,187704,1
173,"YOU'RE ON YOUR OWN, KID",TAYLOR SWIFT,0.694,0.38,2,-10.307,1,0.0614,0.416,8.47E-06,0.126,0.376,120.044,194207,0
174,ENEMY,IMAGINE DRAGONS,0.728,0.783,11,-4.424,0,0.266,0.237,0,0.434,0.555,77.011,173381,0
175,RED (TAYLOR'S VERSION),TAYLOR SWIFT,0.516,0.777,1,-4.908,0,0.0375,0.00108,1.62E-06,0.0761,0.408,125.047,223093,0
176,SMOKING ON MY EX PACK,SZA,0.466,0.676,8,-8.097,1,0.38,0.241,0.00318,0.224,0.333,81.227,83827,0
177,COAST,HAILEE STEINFELD,0.701,0.875,11,-4.1,1,0.0757,0.0262,7.32E-06,0.137,0.84,111.976,166720,0
178,MOTORCYCLE DRIVE BY,ZACH BRYAN,0.655,0.682,3,-4.562,1,0.0464,0.0392,0,0.67,0.525,124.306,161799,0
179,GRAPEJUICE,HARRY STYLES,0.645,0.721,5,-4.394,1,0.0336,0.357,0.143,0.204,0.88,182.928,191959,0
180,PEOPLE WATCHING,CONAN GRAY,0.53,0.592,5,-7.281,1,0.0534,0.381,0,0.294,0.544,125.721,158537,1
181,GIRLS WANT GIRLS,DRAKE,0.767,0.438,7,-8.726,0,0.29,0.181,0,0.142,0.381,86.975,221980,0
182,MAMIII,BECKY G,0.836,0.703,4,-3.554,0,0.0657,0.0845,0,0.138,0.902,94.048,226093,0
183,LOKERA,RAUW ALEJANDRO,0.834,0.828,11,-2.657,0,0.0452,0.21,5.91E-06,0.103,0.58,102.019,195294,0
184,NORMAL,FEID,0.709,0.56,4,-4.867,0,0.171,0.034,0,0.315,0.541,170.082,171880,0
185,LOVE OF MY LIFE,HARRY STYLES,0.555,0.536,7,-8.233,1,0.0452,0.669,0,0.0623,0.203,118.057,191638,0
186,HOURS IN SILENCE,DRAKE,0.501,0.403,6,-11.106,0,0.119,0.234,0,0.267,0.111,118.352,399154,0
187,SHIRT,SZA,0.824,0.453,3,-9.604,0,0.0968,0.146,0.0273,0.0896,0.552,119.959,181831,0
188,ABOUT DAMN TIME,LIZZO,0.836,0.743,10,-6.305,0,0.0653,0.0974,0,0.335,0.723,108.965,191938,1
189,GLIMPSE OF US,JOJI,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78E-06,0.141,0.268,169.914,233456,1
190,HURT NO MORE,CHASE WRIGHT,0.45,0.855,6,-3.475,1,0.0379,0.182,0,0.135,0.552,180,176781,0
191,NOTICE ME,SZA,0.724,0.68,5,-6.822,1,0.117,0.275,9.91E-05,0.11,0.777,159.919,160920,0
192,BROWN EYES BABY,KEITH URBAN,0.521,0.833,8,-6.992,1,0.0313,0.0906,3.13E-06,0.0647,0.581,141.944,224985,0
